student_id,name,gender,age,grade_level,math_score,reading_score,writing_score,attendance_rate,parent_education,study_hours,internet_access,lunch_type,extra_activities,final_result
S965,Student_965,Male,15,11,70,98,72,86.9766381491726,Master's,3.6028975373352012,Yes,Free or reduced,Yes,Fail
S966,Student_966,Female,16,12,93,58,80,87.49649848699995,PhD,4.467285942753957,Yes,Standard,No,Fail
S967,Student_967,Other,15,11,60,85,99,92.42661248311414,High School,4.575892229850019,Yes,Free or reduced,No,Fail
S968,Student_968,Other,17,11,88,68,69,94.37436226524405,PhD,4.679170287117746,No,Free or reduced,Yes,Pass
S969,Student_969,Female,17,10,53,50,61,82.21207197746321,Master's,1.3793967730126244,Yes,Standard,Yes,Fail
S970,Student_970,Female,15,9,50,59,72,80.71180461612953,High School,3.1765040078524036,No,Free or reduced,No,Pass
S971,Student_971,Other,16,9,77,85,53,99.8866060537143,PhD,3.9620380848732744,Yes,Free or reduced,No,Pass
S972,Student_972,Male,16,10,73,58,72,84.65456697831104,PhD,4.027707380508055,Yes,Standard,No,Fail
S973,Student_973,Other,16,10,84,94,97,81.07661049816919,Master's,3.4268648078800155,No,Standard,No,Fail
S974,Student_974,Female,16,12,62,95,97,83.7975065819184,PhD,1.6671493407346967,Yes,Standard,No,Pass
S975,Student_975,Male,17,12,96,91,50,80.77915692696928,Master's,4.189682215766657,Yes,Standard,Yes,Fail
S976,Student_976,Male,17,12,83,81,74,87.83621789234343,Bachelor's,3.880445334059783,Yes,Standard,No,Fail
S977,Student_977,Female,17,10,60,81,51,96.04803568902648,Master's,1.3445430861961452,Yes,Free or reduced,No,Pass
S978,Student_978,Female,17,10,85,55,79,86.82488899515441,Bachelor's,2.855239298697505,No,Standard,Yes,Pass
S979,Student_979,Female,17,11,66,97,52,88.88366813756733,High School,1.6959095980872143,No,Free or reduced,Yes,Fail
S980,Student_980,Other,16,12,84,87,70,93.51173547134877,PhD,2.3499081828518875,Yes,Free or reduced,Yes,Fail
S981,Student_981,Other,16,12,67,66,74,90.1778814013976,Master's,1.0723243688227417,Yes,Standard,No,Fail
S982,Student_982,Male,16,12,89,59,69,97.22891372042648,Master's,2.601319473643033,No,Free or reduced,Yes,Pass
S983,Student_983,Female,16,9,71,99,98,97.32071350091513,PhD,3.199507684624842,Yes,Free or reduced,Yes,Fail
S984,Student_984,Male,17,11,73,76,71,80.19821390982307,PhD,3.4783303713083473,No,Standard,Yes,Pass
S985,Student_985,Male,17,12,68,99,70,95.56092612966398,High School,3.6539613805148403,Yes,Free or reduced,Yes,Pass
S986,Student_986,Male,17,12,86,84,82,89.21467200483347,High School,4.34516525240984,No,Standard,No,Fail
S987,Student_987,Male,15,12,88,70,87,99.77681082607326,Master's,1.8618516291029201,No,Standard,No,Pass
S988,Student_988,Female,16,9,70,74,64,89.6646415175087,High School,1.4819272897538718,No,Standard,No,Fail
S989,Student_989,Male,16,9,57,77,95,99.73791890776596,Bachelor's,4.406148687591703,No,Free or reduced,Yes,Fail
S990,Student_990,Female,17,10,77,96,64,95.09138722411473,High School,1.6264512595705996,Yes,Free or reduced,Yes,Pass
S991,Student_991,Female,16,11,54,64,95,84.97209769226613,High School,4.899040325344782,Yes,Free or reduced,Yes,Fail
S992,Student_992,Other,16,10,66,53,74,90.76789958573916,Master's,4.370152917594548,No,Free or reduced,Yes,Pass
S993,Student_993,Female,17,11,86,78,70,99.84271278957166,Bachelor's,3.0035064235583966,No,Standard,Yes,Pass
S994,Student_994,Other,15,9,85,58,73,97.15061215503847,High School,4.925685699688101,No,Free or reduced,Yes,Fail
S995,Student_995,Female,15,12,68,76,54,81.94733787582442,Bachelor's,1.3895069164320168,No,Standard,No,Fail
S996,Student_996,Female,15,10,76,75,55,94.12743993619992,Bachelor's,2.2122630447004066,Yes,Free or reduced,No,Fail
S997,Student_997,Female,17,12,83,68,98,86.91159171741626,Bachelor's,3.552897660162446,No,Free or reduced,Yes,Fail
S998,Student_998,Other,16,10,60,77,92,80.13964523760696,PhD,2.400027473892715,No,Free or reduced,No,Pass
S999,Student_999,Other,17,9,94,66,97,88.06961938053999,PhD,4.713490207923167,No,Free or reduced,Yes,Pass
S1000,Student_1000,Male,17,9,96,92,93,84.69508843449943,PhD,1.2625043527112703,No,Free or reduced,Yes,Pass
